2015-12-22-11:20:52	tcp server listen 0.0.0.0:9000 
2015-12-22-11:27:54	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:27:54	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:27:54	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:27:55	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:27:55	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:27:55	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:27:56	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:27:56	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:27:56	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:27:57	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:27:57	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:27:57	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:27:58	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:27:58	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:27:58	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:27:59	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:27:59	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:27:59	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:00	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:00	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:00	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:01	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:01	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:01	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:02	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:02	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:02	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:03	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:03	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:03	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:04	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:04	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:04	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:05	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:05	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:05	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:06	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:06	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:06	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:07	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:07	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:07	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:08	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:08	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:08	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:09	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:09	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:09	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:10	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:10	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:10	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:11	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:11	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:11	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:12	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:12	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:12	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:13	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:13	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:13	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:14	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:14	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:14	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:15	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:15	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:15	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:16	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:16	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:16	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:17	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:17	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:17	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:18	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:18	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:19	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:19	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:19	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:20	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:20	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:20	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:21	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:21	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:21	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:22	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:22	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:22	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:23	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:23	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:23	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:24	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:24	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:24	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:25	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:25	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:25	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:26	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:26	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:26	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:27	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:27	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:27	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:28	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:28	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:28	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:29	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:29	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:29	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:30	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:30	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:30	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:31	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:31	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:31	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:32	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:32	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:32	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:33	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:33	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:33	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:34	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:34	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:34	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:35	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:35	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:35	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:36	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:36	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:36	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:37	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:37	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:37	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:38	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:38	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:38	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:39	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:39	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:39	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:40	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:40	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:40	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:41	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:41	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:41	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:42	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:42	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:42	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:43	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:43	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:43	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:44	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:44	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:44	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:45	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:45	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:45	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:46	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:46	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:46	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:47	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:47	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:47	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:48	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:48	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:48	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:49	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:49	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:49	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:50	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:50	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:50	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:51	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:51	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:51	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:52	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:52	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:52	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:53	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:53	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:53	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:54	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:54	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:54	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:55	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:55	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:55	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:56	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:56	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:56	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:57	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:57	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:57	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:58	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:58	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:58	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:59	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:59	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:28:59	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:00	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:00	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:00	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:01	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:01	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:01	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:02	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:02	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:02	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:03	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:03	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:03	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:04	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:04	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:04	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:05	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:05	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:05	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:06	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:06	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:06	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:07	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:07	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:07	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:08	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:08	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:08	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:09	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:09	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:09	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:10	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:10	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:10	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:11	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:11	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:11	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:12	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:12	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:12	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:13	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:13	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:13	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:14	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:14	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:14	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:15	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:15	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:15	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:16	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:16	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:16	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:17	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:17	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:18	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:18	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:18	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:19	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:19	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:19	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:20	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:20	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:20	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:21	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:21	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:21	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:22	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:22	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:22	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:23	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:23	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:23	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:24	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:24	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:24	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:25	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:25	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:25	current conn:0, QPS:0, read flux:0, write flux:0
2015-12-22-11:29:26	current conn:0, QPS:0, read flux:0, write flux:0
